Longitude_Latitude,ProfileID
"(-16.434762248382555, 14.475182409001368)",IRD_908
"(-16.43497025642536, 14.471561623754136)",IRD_909
"(-16.434715012001504, 14.471913266562987)",IRD_910
"(-16.434697101592707, 14.473994358166095)",IRD_911
"(-16.434840440237867, 14.475784987282907)",IRD_912
"(-16.434484853521564, 14.476260997196903)",IRD_913
"(-16.43603153726523, 14.474478992577458)",IRD_914
"(-16.43542125259074, 14.471600470493236)",IRD_915
"(-16.43552751228798, 14.473679574543583)",IRD_916
"(-16.44086860647425, 14.481953749220562)",IRD_917
"(-16.440442587057507, 14.481313705781098)",IRD_918
"(-16.441089293175125, 14.481453808075571)",IRD_919
"(-16.441508050401524, 14.481512218753155)",IRD_920
"(-16.44013096793398, 14.481677007750603)",IRD_921
"(-16.439702987109946, 14.481369767994257)",IRD_922
"(-16.43921889291029, 14.481112432352155)",IRD_923
"(-16.439356501924006, 14.481281453091741)",IRD_924
"(-16.43961245427643, 14.481955397436776)",IRD_925
"(-16.440445357387954, 14.482414960485686)",IRD_926
"(-16.440302525351473, 14.48052892898215)",IRD_927
"(-16.44006554319945, 14.48013158371179)",IRD_928
"(-16.43941001901288, 14.480512140351207)",IRD_929
"(-16.439640708383585, 14.480808304806471)",IRD_930
"(-16.440612943420724, 14.480797830085692)",IRD_931
"(-16.441265617074635, 14.480699741917325)",IRD_932
"(-16.44208530431853, 14.480702191122802)",IRD_933
"(-16.439341217350677, 14.479964700414662)",IRD_934
"(-16.439975958068402, 14.479336689876755)",IRD_935
"(-16.43935440570501, 14.479443026212785)",IRD_936
"(-16.43938497320224, 14.479221552356545)",IRD_937
"(-16.43936409514399, 14.478993053649258)",IRD_938
"(-16.440715003746114, 14.479313243912548)",IRD_939
"(-16.441253006300304, 14.479709575185996)",IRD_940
"(-16.44174966061584, 14.481973358961076)",IRD_941
"(-16.441721261911958, 14.482849459158546)",IRD_942
"(-16.442027258712326, 14.48325070855882)",IRD_943
"(-16.436225052916388, 14.484879294391675)",IRD_944
"(-16.43571290770089, 14.484645851015543)",IRD_945
"(-16.435253678659233, 14.484336760241298)",IRD_946
"(-16.43372868856718, 14.484126976035746)",IRD_947
"(-16.43432207958149, 14.48374170562722)",IRD_948
"(-16.43486377341663, 14.483376545143898)",IRD_949
"(-16.43463564348197, 14.482942657928906)",IRD_950
"(-16.43551289175922, 14.482860687033615)",IRD_951
"(-16.43601859845192, 14.4838287807118)",IRD_952
"(-16.435566370393527, 14.483729509178643)",IRD_953
"(-16.434625378143757, 14.482486876954452)",IRD_954
"(-16.434474505490055, 14.482258709723185)",IRD_955
"(-16.43403056258686, 14.482672825457847)",IRD_956
"(-16.434245185386427, 14.481819604567379)",IRD_957
"(-16.433287401488453, 14.48258037663233)",IRD_958
"(-16.432959000837318, 14.482245390351695)",IRD_959
"(-16.43271250230091, 14.48200933498589)",IRD_960
"(-16.432598245814837, 14.481357649140316)",IRD_961
"(-16.43220600604548, 14.481295680175482)",IRD_962
"(-16.432167717077505, 14.482043523033719)",IRD_963
"(-16.431903171152495, 14.481712222712176)",IRD_964
"(-16.43181733949762, 14.482873507382862)",IRD_965
"(-16.432808678550472, 14.483167377068597)",IRD_966
"(-16.432665356543637, 14.483756075023189)",IRD_967
"(-16.432538535225106, 14.484137079432916)",IRD_968
"(-16.43113472965139, 14.486014591341638)",IRD_969
"(-16.435958216813514, 14.486216862755152)",IRD_970
"(-16.43683588408362, 14.48635918017689)",IRD_971
"(-16.448872471797927, 14.494888196525629)",IRD_972
"(-16.43869386620586, 14.483789056387085)",IRD_973
"(-16.438698967289458, 14.484267158495442)",IRD_974
"(-16.43865384574631, 14.48332921005146)",IRD_975
"(-16.43825087487307, 14.483143074563758)",IRD_976
"(-16.4379245653389, 14.48281577545448)",IRD_977
"(-16.437462648725063, 14.482334067062245)",IRD_978
"(-16.436826119442095, 14.482287935710604)",IRD_979
"(-16.436272645286632, 14.4833111847222)",IRD_980
"(-16.436790002896696, 14.483907082350912)",IRD_981
"(-16.43726189005483, 14.483560240777)",IRD_982
"(-16.437535537889996, 14.483291325771217)",IRD_983
"(-16.436551129524997, 14.482808805726936)",IRD_984
"(-16.437280493773223, 14.482859034322225)",IRD_985
"(-16.439548281449014, 14.484297807883884)",IRD_986
"(-16.43917709616612, 14.483086362071287)",IRD_987
"(-16.440021727417324, 14.482883260122835)",IRD_988
"(-16.440192198314413, 14.483857211030953)",IRD_989
"(-16.440310097545215, 14.485698208256293)",IRD_990
"(-16.439498100504306, 14.48530902295967)",IRD_991
"(-16.439419337484523, 14.484878746173637)",IRD_992
"(-16.440505286834565, 14.484747272416316)",IRD_993
"(-16.44105140866432, 14.48333735769698)",IRD_994
"(-16.441110347856704, 14.484083572842257)",IRD_995
"(-16.438305747307055, 14.482410470448686)",IRD_996
"(-16.435429862301113, 14.480853412622334)",IRD_997
"(-16.43523726988225, 14.480583369120623)",IRD_998
"(-16.43479223653018, 14.48029761031895)",IRD_999
"(-16.43518033343953, 14.480296796432635)",IRD_1000
"(-16.438294249784118, 14.481786506822433)",IRD_1001
"(-16.438046562095877, 14.482533008546191)",IRD_1002
"(-16.437280182671653, 14.481595022790861)",IRD_1003
"(-16.437852294179155, 14.48134895960382)",IRD_1004
"(-16.436479317736683, 14.48147178778039)",IRD_1005
"(-16.43446926623246, 14.481275075678976)",IRD_1006
"(-16.434351309301586, 14.480677820206262)",IRD_1007
"(-16.435864070559948, 14.481110093985555)",IRD_1008
"(-16.448395393556627, 14.484401617578683)",IRD_1009
"(-16.448129773316168, 14.484001349179858)",IRD_1010
"(-16.44738660943984, 14.483888842946222)",IRD_1011
"(-16.44654422050083, 14.48388846021093)",IRD_1012
"(-16.447756149619906, 14.485829790503255)",IRD_1013
"(-16.448818866548592, 14.484847726086791)",IRD_1014
"(-16.44785170756791, 14.48509923228172)",IRD_1015
"(-16.448498922048856, 14.484663655472868)",IRD_1016
"(-16.448955559298692, 14.48534252359605)",IRD_1017
"(-16.44850905000202, 14.485584296237654)",IRD_1018
"(-16.449624208454143, 14.485884198524783)",IRD_1019
"(-16.44955752114532, 14.485392594532449)",IRD_1020
"(-16.451247206318648, 14.48282188562567)",IRD_1021
"(-16.44994538604836, 14.484145339992015)",IRD_1022
"(-16.45019293201613, 14.483201118158782)",IRD_1023
"(-16.449849968938583, 14.484740428914073)",IRD_1024
"(-16.450584031699535, 14.483591489303215)",IRD_1025
"(-16.450183100572293, 14.486221939905302)",IRD_1026
"(-16.451519723732265, 14.486320205422848)",IRD_1027
"(-16.451403551132014, 14.487907316493725)",IRD_1028
"(-16.450682162416225, 14.488643447683636)",IRD_1029
"(-16.453153336027846, 14.48469238862806)",IRD_1030
"(-16.45384642247731, 14.48605341767951)",IRD_1031
"(-16.454513275375046, 14.486385599214884)",IRD_1032
"(-16.454582283944283, 14.490079536183753)",IRD_1033
"(-16.45675968293463, 14.49121658302656)",IRD_1034
"(-16.452660788194052, 14.488168750014689)",IRD_1035
"(-16.456773539633307, 14.48991483739261)",IRD_1036
"(-16.45719285326459, 14.489360123115476)",IRD_1037
"(-16.454758072914316, 14.484544056244)",IRD_1038
"(-16.454187469995116, 14.48451514577354)",IRD_1039
"(-16.454356305887245, 14.485741994911857)",IRD_1040
"(-16.45334314851544, 14.485126545685668)",IRD_1041
"(-16.453761091994885, 14.48506434845967)",IRD_1042
"(-16.453458792117992, 14.486804828371278)",IRD_1043
"(-16.452880051200122, 14.487083275808896)",IRD_1044
"(-16.45735732194637, 14.485399455705256)",IRD_1045
"(-16.457847339905186, 14.484970795045943)",IRD_1046
"(-16.45690800228036, 14.487368335116436)",IRD_1047
"(-16.45704401685214, 14.486998725609533)",IRD_1048
"(-16.458117564895094, 14.485610041875733)",IRD_1049
"(-16.45880322906321, 14.488089166264453)",IRD_1050
"(-16.4584021409005, 14.487354349523024)",IRD_1051
"(-16.45899948105586, 14.487125018284686)",IRD_1052
"(-16.45640862654035, 14.487257194723213)",IRD_1053
"(-16.4560371255735, 14.489050902116714)",IRD_1054
"(-16.45674852653003, 14.488529106688953)",IRD_1055
"(-16.455139515594766, 14.490058658756688)",IRD_1056
"(-16.455183414561404, 14.489498218352004)",IRD_1057
"(-16.45423596946845, 14.489425868667187)",IRD_1058
"(-16.453800839232343, 14.487598837529964)",IRD_1059
"(-16.454833838802944, 14.487832142892959)",IRD_1060
"(-16.45483685018083, 14.487277867075717)",IRD_1061
"(-16.450679272571, 14.485424180328977)",IRD_1062
"(-16.448146742260843, 14.483484407677977)",IRD_1063
"(-16.447859521427432, 14.4830303085115)",IRD_1064
"(-16.44676219158462, 14.48324204391568)",IRD_1065
"(-16.450187678637928, 14.487733534804889)",IRD_1066
"(-16.451024322275288, 14.484362806229788)",IRD_1067
"(-16.45231989490084, 14.485495798169206)",IRD_1068
"(-16.45134768805058, 14.485483607705929)",IRD_1069
"(-16.45135773469218, 14.485141488978226)",IRD_1070
"(-16.451850188983688, 14.483924165587243)",IRD_1071
"(-16.452395934732152, 14.48376841356021)",IRD_1072
"(-16.453600590372062, 14.48846840498927)",IRD_1073
"(-16.453237783532792, 14.48948762516151)",IRD_1074
"(-16.453387413470132, 14.490279624600195)",IRD_1075
"(-16.454097618778494, 14.48861978958709)",IRD_1076
"(-16.455056889383872, 14.488794596972085)",IRD_1077
"(-16.455782985260626, 14.488225692166358)",IRD_1078
"(-16.454372327000453, 14.486972844556501)",IRD_1079
"(-16.455848438998594, 14.486307288934954)",IRD_1080
"(-16.455207412352493, 14.4862897186725)",IRD_1081
"(-16.455999892409043, 14.487345670664695)",IRD_1082
"(-16.45461025416544, 14.485304053574852)",IRD_1083
"(-16.455322149165827, 14.484797545060209)",IRD_1084
"(-16.454189850948367, 14.487508715682656)",IRD_1085
"(-16.441858532306576, 14.47953521336425)",IRD_1086
"(-16.441356656657497, 14.478365853886302)",IRD_1087
"(-16.442288754697884, 14.47899997226852)",IRD_1088
"(-16.441095069158326, 14.477869627801105)",IRD_1089
"(-16.44120368468346, 14.477305987897877)",IRD_1090
"(-16.44123125733611, 14.475820484059534)",IRD_1091
"(-16.440845490122534, 14.476417169792676)",IRD_1092
"(-16.440116144213118, 14.478481345294083)",IRD_1093
"(-16.440408165529057, 14.476794881787248)",IRD_1094
"(-16.441349473765523, 14.476478575649255)",IRD_1095
"(-16.43979029342301, 14.476476149486887)",IRD_1096
"(-16.44004680994498, 14.475882787626901)",IRD_1097
"(-16.439622236651225, 14.475967236162754)",IRD_1098
"(-16.440099891059837, 14.477698864933668)",IRD_1099
"(-16.439904185345075, 14.476927299816964)",IRD_1100
"(-16.433788982303334, 14.48018979200595)",IRD_1101
"(-16.43358906092527, 14.480677841107026)",IRD_1102
"(-16.433206199144387, 14.476964409297006)",IRD_1103
"(-16.432887816328467, 14.477265843425268)",IRD_1104
"(-16.434943144077877, 14.478154431933905)",IRD_1105
"(-16.43496428251834, 14.478675436351772)",IRD_1106
"(-16.434630470145198, 14.478650997548556)",IRD_1107
"(-16.43237750729868, 14.479407813213967)",IRD_1108
"(-16.43423502393497, 14.476894799810067)",IRD_1109
"(-16.435110432795305, 14.479465685839417)",IRD_1110
"(-16.434502929690204, 14.479555165256215)",IRD_1111
"(-16.43046691162089, 14.482229553807656)",IRD_1112
"(-16.430399741028655, 14.481695106901492)",IRD_1113
"(-16.44271981894227, 14.482476372431293)",IRD_1114
"(-16.441728886585498, 14.484377320348106)",IRD_1115
"(-16.442524293814092, 14.484329531789323)",IRD_1116
"(-16.443978285467892, 14.481037656395058)",IRD_1117
"(-16.44358127710417, 14.480763931606388)",IRD_1118
"(-16.442940850976527, 14.480691590899195)",IRD_1119
"(-16.443178737166924, 14.484590351424362)",IRD_1120
"(-16.443301387954705, 14.481918985694808)",IRD_1121
"(-16.436266543266548, 14.480319296836237)",IRD_1122
"(-16.442461745245534, 14.481416140963866)",IRD_1123
"(-16.43232490975862, 14.471939835128893)",IRD_1124
"(-16.443174668544163, 14.483121594125574)",IRD_1125
"(-16.444731874750666, 14.483668873853226)",IRD_1126
"(-16.44487776121147, 14.481285396932865)",IRD_1127
"(-16.4445475760625, 14.483260282114042)",IRD_1128
"(-16.443114151720398, 14.484227249381224)",IRD_1129
"(-16.444196704395825, 14.484161729144695)",IRD_1130
"(-16.442501798528763, 14.483529862489911)",IRD_1131
"(-16.444377052448125, 14.482371710566456)",IRD_1132
"(-16.443150079352037, 14.483918786285916)",IRD_1133
"(-16.443218057826144, 14.479681260644377)",IRD_1134
"(-16.43823153619362, 14.478595979897337)",IRD_1135
"(-16.438416530608674, 14.479045747034563)",IRD_1136
"(-16.438488173239815, 14.479599280569662)",IRD_1137
"(-16.43839691564425, 14.480659838905304)",IRD_1138
"(-16.43884929438781, 14.480285544879376)",IRD_1139
"(-16.438910066318492, 14.480851211858964)",IRD_1140
"(-16.43854607672055, 14.481162260870034)",IRD_1141
"(-16.438872928527424, 14.48190407201585)",IRD_1142
"(-16.43757357157096, 14.480319209266442)",IRD_1143
"(-16.4378460900644, 14.479712554141372)",IRD_1144
"(-16.437221316630033, 14.47992316201702)",IRD_1145
"(-16.443300775065474, 14.49264603561247)",IRD_1146
"(-16.443954374156093, 14.492880760043297)",IRD_1147
"(-16.44341560537831, 14.49372035906591)",IRD_1148
"(-16.44455370962023, 14.493946129235928)",IRD_1149
"(-16.443414520656184, 14.491814878691004)",IRD_1150
"(-16.444850343362674, 14.492490909306323)",IRD_1151
"(-16.444865392266212, 14.493487665977533)",IRD_1152
"(-16.445445084583202, 14.493072902715175)",IRD_1153
"(-16.446275259919837, 14.49310068674264)",IRD_1154
"(-16.4458401077461, 14.493486694893488)",IRD_1155
"(-16.44616307052615, 14.49400522287148)",IRD_1156
"(-16.446283673515097, 14.494552728136156)",IRD_1157
"(-16.44652098270444, 14.492732331601715)",IRD_1158
"(-16.44578794291819, 14.492233845597488)",IRD_1159
"(-16.446836118025853, 14.492395529099866)",IRD_1160
"(-16.447072321176577, 14.49287675248885)",IRD_1161
"(-16.44113452458331, 14.4642723778766)",IRD_1162
"(-16.440574013484376, 14.46405872558353)",IRD_1163
"(-16.44102703794481, 14.463821215247474)",IRD_1164
"(-16.44113735984119, 14.46383024779799)",IRD_1165
"(-16.440767181013637, 14.463264703185787)",IRD_1166
"(-16.442733461143632, 14.463840174788162)",IRD_1167
"(-16.443320673817027, 14.463941130072842)",IRD_1168
"(-16.443729633298844, 14.46475360674706)",IRD_1169
"(-16.444500694398258, 14.463413319207596)",IRD_1170
"(-16.442245773785856, 14.464538923030656)",IRD_1171
"(-16.44170791831359, 14.465189347333393)",IRD_1172
"(-16.442081070175753, 14.463175657379029)",IRD_1173
"(-16.44370879346226, 14.461959110462587)",IRD_1174
"(-16.443015816872187, 14.461823388794251)",IRD_1175
"(-16.440905415533344, 14.461091121623395)",IRD_1176
"(-16.44176405773674, 14.461426756943148)",IRD_1177
"(-16.439930702434467, 14.464582629142196)",IRD_1178
"(-16.44107188435293, 14.46744507866126)",IRD_1179
"(-16.44068110915755, 14.467015563968)",IRD_1180
"(-16.440304500174662, 14.467625949523823)",IRD_1181
"(-16.440778371293778, 14.468223436252662)",IRD_1182
"(-16.44177237116696, 14.467622844727137)",IRD_1183
"(-16.442316408902673, 14.46754105114428)",IRD_1184
"(-16.441369903426946, 14.466809285410275)",IRD_1185
"(-16.44440767737584, 14.487069115684735)",IRD_1186
"(-16.444836309655834, 14.486867141766965)",IRD_1187
"(-16.445371929133067, 14.486739669281736)",IRD_1188
"(-16.44587660105652, 14.486456072967137)",IRD_1189
"(-16.445407218417955, 14.487635271761787)",IRD_1190
"(-16.44395974878419, 14.487738447550129)",IRD_1191
"(-16.444003584228483, 14.48869744356863)",IRD_1192
"(-16.44566400995993, 14.488365994423509)",IRD_1193
"(-16.447522793057527, 14.488154562565347)",IRD_1194
"(-16.446645951731192, 14.48728264585853)",IRD_1195
"(-16.446360377310306, 14.48859534291212)",IRD_1196
"(-16.44647098253748, 14.488192314145609)",IRD_1197
"(-16.447501788082672, 14.48709029422029)",IRD_1198
"(-16.448298284686825, 14.486412400203935)",IRD_1199
"(-16.44822177078638, 14.485984409977728)",IRD_1200
"(-16.448948549620336, 14.486923430162458)",IRD_1201
"(-16.444684224765865, 14.486084432075371)",IRD_1202
"(-16.443158744374607, 14.487708657580617)",IRD_1203
"(-16.44318402664732, 14.488262310038108)",IRD_1204
"(-16.44138248468996, 14.492474860954532)",IRD_1205
"(-16.44130746299634, 14.492027171386416)",IRD_1206
"(-16.440595399923076, 14.492195941821926)",IRD_1207
"(-16.442008397360457, 14.493247768277199)",IRD_1208
"(-16.442520235732836, 14.492940812815336)",IRD_1209
"(-16.442677590137016, 14.494384511687423)",IRD_1210
"(-16.441879005696915, 14.49387885908681)",IRD_1211
"(-16.441126572287025, 14.493279284240375)",IRD_1212
"(-16.436200782630106, 14.470377724975833)",IRD_1213
"(-16.436188390670992, 14.470899702434448)",IRD_1214
"(-16.436048752204538, 14.471554744455164)",IRD_1215
"(-16.436682786336824, 14.471944627083762)",IRD_1216
"(-16.436540754902108, 14.473112709106017)",IRD_1217
"(-16.439838995020352, 14.489915192873314)",IRD_1218
"(-16.43996157360355, 14.489661400833148)",IRD_1219
"(-16.439291050693907, 14.489795789561093)",IRD_1220
"(-16.440004869454008, 14.490189507761546)",IRD_1221
"(-16.43973200435924, 14.490633553976831)",IRD_1222
"(-16.440207330064652, 14.490061927273375)",IRD_1223
"(-16.440791893866283, 14.490279765683622)",IRD_1224
"(-16.440114272687527, 14.49133967879998)",IRD_1225
"(-16.439308914655868, 14.491647315476694)",IRD_1226
"(-16.438894697460334, 14.491399532376363)",IRD_1227
"(-16.439037246750654, 14.490917823661047)",IRD_1228
"(-16.438128676490162, 14.491645693274746)",IRD_1229
"(-16.43852714497767, 14.492034322249902)",IRD_1230
"(-16.438723645773543, 14.492197160897499)",IRD_1231
"(-16.43901272890222, 14.492412374398661)",IRD_1232
"(-16.438115026952588, 14.49245408177833)",IRD_1233
"(-16.4378205001933, 14.49201433257038)",IRD_1234
"(-16.447907942957, 14.494741021646641)",IRD_1235
"(-16.448303682613773, 14.494933880421954)",IRD_1236
"(-16.4493433416009, 14.494662370085937)",IRD_1237
"(-16.44878086028036, 14.493974820391346)",IRD_1238
"(-16.448192652114706, 14.49390229298079)",IRD_1239
"(-16.448824882577142, 14.495888591612484)",IRD_1240
"(-16.449791720997002, 14.495088579610043)",IRD_1241
"(-16.449835310213157, 14.495692988439803)",IRD_1242
"(-16.449743924274927, 14.496620581764276)",IRD_1243
"(-16.450464386338037, 14.496484922607749)",IRD_1244
"(-16.450799403525036, 14.496160466082015)",IRD_1245
"(-16.447166928992583, 14.494501062614605)",IRD_1246
"(-16.447367158868477, 14.49538680706344)",IRD_1247
"(-16.447391968248798, 14.49329969266605)",IRD_1248
"(-16.45476640377217, 14.492476259866981)",IRD_1249
"(-16.454323972011203, 14.492151766972622)",IRD_1250
"(-16.455822037789662, 14.489705758536608)",IRD_1251
"(-16.427541319739497, 14.485616602244319)",IRD_1252
"(-16.427471743076293, 14.485953408052112)",IRD_1253
"(-16.428811088600696, 14.48711969998995)",IRD_1254
"(-16.429255318067757, 14.485879457648466)",IRD_1255
"(-16.42976561497973, 14.485997288816117)",IRD_1256
"(-16.430485275987312, 14.486191382490228)",IRD_1257
"(-16.430196065510728, 14.486132417523754)",IRD_1258
"(-16.4315772902842, 14.483929132597666)",IRD_1259
"(-16.431714660908504, 14.4835013409775)",IRD_1260
"(-16.427744060766948, 14.488648676725122)",IRD_1261
"(-16.438336282082396, 14.472766258686187)",IRD_1262
"(-16.438066222821085, 14.472219813052227)",IRD_1263
"(-16.437720550987926, 14.473218869915838)",IRD_1264
"(-16.437984842409104, 14.472917272757723)",IRD_1265
"(-16.43880642780156, 14.473584949860559)",IRD_1266
"(-16.43828509432524, 14.47456568386616)",IRD_1267
"(-16.439594931579805, 14.474048605164398)",IRD_1268
"(-16.43960107653745, 14.473582058319373)",IRD_1269
"(-16.439206008557232, 14.472202646472253)",IRD_1270
"(-16.438715026988707, 14.472411127263475)",IRD_1271
"(-16.439523502745864, 14.475088162011728)",IRD_1272
"(-16.43856434656104, 14.475749936727963)",IRD_1273
"(-16.441828888670962, 14.491158152429369)",IRD_1274
"(-16.441690772900344, 14.491537557649087)",IRD_1275
"(-16.44104830063804, 14.491262479839536)",IRD_1276
"(-16.441610310755866, 14.491789600607612)",IRD_1277
"(-16.442072776059387, 14.492304350649917)",IRD_1278
"(-16.442586868017006, 14.491987266627616)",IRD_1279
"(-16.442971971703603, 14.491803487028486)",IRD_1280
"(-16.442988266431044, 14.491199159251398)",IRD_1281
"(-16.44285892509561, 14.490458430883072)",IRD_1282
"(-16.442534642852436, 14.48995001996101)",IRD_1283
"(-16.442199348305042, 14.490607946443681)",IRD_1284
"(-16.442981985815226, 14.489335443615843)",IRD_1285
"(-16.43722631060236, 14.475817902012771)",IRD_1286
"(-16.43713622073752, 14.476491262229668)",IRD_1287
"(-16.436842655520326, 14.476734464088997)",IRD_1288
"(-16.437879652774228, 14.47649492558791)",IRD_1289
"(-16.438464151647974, 14.476938489716115)",IRD_1290
"(-16.439024941712116, 14.477263721451697)",IRD_1291
"(-16.43606637473318, 14.476259019656677)",IRD_1292
"(-16.4353650664885, 14.47696530748831)",IRD_1293
"(-16.43559608698268, 14.477406869263673)",IRD_1294
"(-16.437107375718615, 14.478666280504099)",IRD_1295
"(-16.43640040178517, 14.477918688927398)",IRD_1296
"(-16.43881826316521, 14.478177738808759)",IRD_1297
"(-16.437593478059014, 14.47769832792949)",IRD_1298
"(-16.435627393563752, 14.478557757849554)",IRD_1299
"(-16.43531779014868, 14.477997621444896)",IRD_1300
"(-16.435076407151886, 14.47761336751984)",IRD_1301
"(-16.436099441362845, 14.479251295457047)",IRD_1302
"(-16.44098588243803, 14.475240492036972)",IRD_1303
"(-16.44048047025508, 14.47525904491725)",IRD_1304
"(-16.440449854144134, 14.474203643844916)",IRD_1305
"(-16.441264794286862, 14.47416085913933)",IRD_1306
"(-16.44053913815764, 14.473333470271482)",IRD_1307
"(-16.439774288965967, 14.472953375577047)",IRD_1308
"(-16.44081301396723, 14.472326534104392)",IRD_1309
"(-16.43983857049281, 14.471693416189602)",IRD_1310
"(-16.440706732039015, 14.471517388147427)",IRD_1311
"(-16.439812498489324, 14.470790115117692)",IRD_1312
"(-16.44287167401905, 14.485073614058553)",IRD_1313
"(-16.44122565233525, 14.485422823785969)",IRD_1314
"(-16.442104182909556, 14.48515966702861)",IRD_1315
"(-16.43996524671794, 14.460808770169649)",IRD_1316
"(-16.438238335664497, 14.461917094270339)",IRD_1317
"(-16.43836849132746, 14.462729450760623)",IRD_1318
"(-16.43910775105537, 14.461975027442639)",IRD_1319
"(-16.440437382420633, 14.461916763797698)",IRD_1320
"(-16.439973878839048, 14.462658810803982)",IRD_1321
"(-16.4395223511988, 14.462843693078536)",IRD_1322
"(-16.438928177607444, 14.463534445008023)",IRD_1323
"(-16.437854381295686, 14.463032917199401)",IRD_1324
"(-16.437117571189912, 14.464000266299818)",IRD_1325
"(-16.436846903214004, 14.464873084144688)",IRD_1326
"(-16.438556710614577, 14.46495255160235)",IRD_1327
"(-16.437643944565327, 14.464997078701806)",IRD_1328
"(-16.437889920992866, 14.464245616850924)",IRD_1329
"(-16.45730905180496, 14.491582981875036)",IRD_1330
"(-16.457168229218627, 14.490952658386298)",IRD_1331
"(-16.456358463900035, 14.491193073951633)",IRD_1332
"(-16.455593722885368, 14.491269998743597)",IRD_1333
"(-16.455724617336386, 14.49220251546476)",IRD_1334
"(-16.456639038235217, 14.491937399983922)",IRD_1335
"(-16.456704981018813, 14.492433153722283)",IRD_1336
"(-16.443044367403413, 14.491590316213353)",IRD_1337
"(-16.44793796633702, 14.491607149638213)",IRD_1338
"(-16.446948490638096, 14.490924204821097)",IRD_1339
"(-16.44712905756532, 14.491357927063166)",IRD_1340
"(-16.443838357587456, 14.490746944520705)",IRD_1341
"(-16.44403938351739, 14.491339975548865)",IRD_1342
"(-16.443582588223514, 14.490979564452998)",IRD_1343
"(-16.43792687346963, 14.489289598545522)",IRD_1344
"(-16.446129685581738, 14.489771374450855)",IRD_1345
"(-16.434004378601244, 14.469417154581715)",IRD_1346
"(-16.450147269216373, 14.487216414443216)",IRD_1347
"(-16.43366526814015, 14.469375046827988)",IRD_1348
"(-16.433788512470134, 14.469423694771416)",IRD_1349
"(-16.434657888062564, 14.472389760856101)",IRD_1350
"(-16.436048668204613, 14.472353985604693)",IRD_1351
"(-16.439267994711734, 14.476475794110094)",IRD_1352
"(-16.435445930444377, 14.474896659179432)",IRD_1353
"(-16.43208681547323, 14.473806233424472)",IRD_1354
